Time,Dominant Emotion,All Emotions
18:19:32,neutral,"{'angry': np.float32(0.02610457), 'disgust': np.float32(1.1757684e-11), 'fear': np.float32(0.10142935), 'happy': np.float32(0.00010540501), 'sad': np.float32(0.4021474), 'surprise': np.float32(0.0011137668), 'neutral': np.float32(99.4691)}"
18:19:32,neutral,"{'angry': np.float32(0.02610457), 'disgust': np.float32(1.1757684e-11), 'fear': np.float32(0.10142935), 'happy': np.float32(0.00010540501), 'sad': np.float32(0.4021474), 'surprise': np.float32(0.0011137668), 'neutral': np.float32(99.4691)}"
18:19:32,neutral,"{'angry': np.float32(0.0069325175), 'disgust': np.float32(4.558001e-12), 'fear': np.float32(0.00052057195), 'happy': np.float32(8.1681115e-05), 'sad': np.float32(0.02520473), 'surprise': np.float32(0.0002840067), 'neutral': np.float32(99.96698)}"
18:19:32,neutral,"{'angry': np.float32(0.0069325175), 'disgust': np.float32(4.558001e-12), 'fear': np.float32(0.00052057195), 'happy': np.float32(8.1681115e-05), 'sad': np.float32(0.02520473), 'surprise': np.float32(0.0002840067), 'neutral': np.float32(99.96698)}"
18:19:32,neutral,"{'angry': np.float32(0.39198142), 'disgust': np.float32(1.3855734e-08), 'fear': np.float32(0.030911956), 'happy': np.float32(0.00027790462), 'sad': np.float32(0.26400337), 'surprise': np.float32(0.0027301237), 'neutral': np.float32(99.3101)}"
18:19:32,neutral,"{'angry': np.float32(0.14277497), 'disgust': np.float32(5.1573307e-10), 'fear': np.float32(0.008132956), 'happy': np.float32(4.8927104e-05), 'sad': np.float32(0.19233802), 'surprise': np.float32(0.00053276896), 'neutral': np.float32(99.65617)}"
18:19:32,neutral,"{'angry': np.float32(0.14713737), 'disgust': np.float32(3.8082004e-10), 'fear': np.float32(0.00638231), 'happy': np.float32(0.00019373542), 'sad': np.float32(0.06649116), 'surprise': np.float32(0.0014856994), 'neutral': np.float32(99.77831)}"
18:19:32,neutral,"{'angry': np.float32(0.14713737), 'disgust': np.float32(3.8082004e-10), 'fear': np.float32(0.00638231), 'happy': np.float32(0.00019373542), 'sad': np.float32(0.06649116), 'surprise': np.float32(0.0014856994), 'neutral': np.float32(99.77831)}"
18:19:32,neutral,"{'angry': np.float32(0.14713737), 'disgust': np.float32(3.8082004e-10), 'fear': np.float32(0.00638231), 'happy': np.float32(0.00019373542), 'sad': np.float32(0.06649116), 'surprise': np.float32(0.0014856994), 'neutral': np.float32(99.77831)}"
18:19:32,neutral,"{'angry': np.float32(0.08251181), 'disgust': np.float32(1.0828123e-10), 'fear': np.float32(0.0061672796), 'happy': np.float32(6.973086e-05), 'sad': np.float32(0.09413315), 'surprise': np.float32(0.0007417308), 'neutral': np.float32(99.816376)}"
18:19:32,neutral,"{'angry': np.float32(0.06045126), 'disgust': np.float32(4.4330837e-09), 'fear': np.float32(0.014404564), 'happy': np.float32(0.0019231966), 'sad': np.float32(0.31100422), 'surprise': np.float32(0.0009882996), 'neutral': np.float32(99.61123)}"
18:19:32,neutral,"{'angry': np.float32(0.06045126), 'disgust': np.float32(4.4330837e-09), 'fear': np.float32(0.014404564), 'happy': np.float32(0.0019231966), 'sad': np.float32(0.31100422), 'surprise': np.float32(0.0009882996), 'neutral': np.float32(99.61123)}"
18:19:32,neutral,"{'angry': np.float32(0.94791704), 'disgust': np.float32(3.2874942e-07), 'fear': np.float32(0.25447318), 'happy': np.float32(0.0141316075), 'sad': np.float32(2.1088989), 'surprise': np.float32(0.020417921), 'neutral': np.float32(96.65416)}"
18:19:32,neutral,"{'angry': np.float32(0.94791704), 'disgust': np.float32(3.2874942e-07), 'fear': np.float32(0.25447318), 'happy': np.float32(0.0141316075), 'sad': np.float32(2.1088989), 'surprise': np.float32(0.020417921), 'neutral': np.float32(96.65416)}"
18:19:32,neutral,"{'angry': np.float32(2.0580926), 'disgust': np.float32(1.9432046e-05), 'fear': np.float32(0.8127542), 'happy': np.float32(0.024508096), 'sad': np.float32(6.7949786), 'surprise': np.float32(0.014722885), 'neutral': np.float32(90.29493)}"
18:19:32,neutral,"{'angry': np.float32(0.051808976), 'disgust': np.float32(5.084732e-10), 'fear': np.float32(0.004648862), 'happy': np.float32(0.0002969926), 'sad': np.float32(0.16669), 'surprise': np.float32(0.00012955136), 'neutral': np.float32(99.77642)}"
18:19:33,neutral,"{'angry': np.float32(0.051808976), 'disgust': np.float32(5.084732e-10), 'fear': np.float32(0.004648862), 'happy': np.float32(0.0002969926), 'sad': np.float32(0.16669), 'surprise': np.float32(0.00012955136), 'neutral': np.float32(99.77642)}"
18:19:33,neutral,"{'angry': np.float32(0.9073574), 'disgust': np.float32(3.169041e-05), 'fear': np.float32(7.850116), 'happy': np.float32(0.18304376), 'sad': np.float32(2.3512297), 'surprise': np.float32(0.81284416), 'neutral': np.float32(87.89538)}"
18:19:33,neutral,"{'angry': np.float32(0.9073574), 'disgust': np.float32(3.169041e-05), 'fear': np.float32(7.850116), 'happy': np.float32(0.18304376), 'sad': np.float32(2.3512297), 'surprise': np.float32(0.81284416), 'neutral': np.float32(87.89538)}"
18:19:33,neutral,"{'angry': np.float32(0.19592156), 'disgust': np.float32(1.250616e-07), 'fear': np.float32(0.08158147), 'happy': np.float32(0.009051375), 'sad': np.float32(0.6996582), 'surprise': np.float32(0.0063579925), 'neutral': np.float32(99.00743)}"
18:19:33,neutral,"{'angry': np.float32(2.2709308), 'disgust': np.float32(0.00011247307), 'fear': np.float32(3.251773), 'happy': np.float32(0.10467323), 'sad': np.float32(5.036585), 'surprise': np.float32(0.27963245), 'neutral': np.float32(89.0563)}"
18:19:33,neutral,"{'angry': np.float32(2.2709308), 'disgust': np.float32(0.00011247307), 'fear': np.float32(3.251773), 'happy': np.float32(0.10467323), 'sad': np.float32(5.036585), 'surprise': np.float32(0.27963245), 'neutral': np.float32(89.0563)}"
18:19:33,neutral,"{'angry': np.float32(0.9290526), 'disgust': np.float32(7.2179146e-06), 'fear': np.float32(1.332564), 'happy': np.float32(0.026328752), 'sad': np.float32(2.3464072), 'surprise': np.float32(0.038846985), 'neutral': np.float32(95.32679)}"
18:19:33,neutral,"{'angry': np.float32(0.9290526), 'disgust': np.float32(7.2179146e-06), 'fear': np.float32(1.332564), 'happy': np.float32(0.026328752), 'sad': np.float32(2.3464072), 'surprise': np.float32(0.038846985), 'neutral': np.float32(95.32679)}"
18:19:33,neutral,"{'angry': np.float32(0.03265687), 'disgust': np.float32(1.7554516e-10), 'fear': np.float32(0.0052416436), 'happy': np.float32(0.00038359166), 'sad': np.float32(0.10979205), 'surprise': np.float32(0.00024710814), 'neutral': np.float32(99.85167)}"
18:19:33,neutral,"{'angry': np.float32(0.04592856), 'disgust': np.float32(5.8015953e-10), 'fear': np.float32(0.0039650467), 'happy': np.float32(0.00017873864), 'sad': np.float32(0.06166304), 'surprise': np.float32(0.00031924134), 'neutral': np.float32(99.88795)}"
18:19:33,neutral,"{'angry': np.float32(0.04592856), 'disgust': np.float32(5.8015953e-10), 'fear': np.float32(0.0039650467), 'happy': np.float32(0.00017873864), 'sad': np.float32(0.06166304), 'surprise': np.float32(0.00031924134), 'neutral': np.float32(99.88795)}"
18:19:33,neutral,"{'angry': np.float32(0.2412074), 'disgust': np.float32(1.3506139e-08), 'fear': np.float32(0.09910046), 'happy': np.float32(0.00025313927), 'sad': np.float32(0.75617504), 'surprise': np.float32(0.0007373439), 'neutral': np.float32(98.90253)}"
18:19:33,neutral,"{'angry': np.float32(0.2412074), 'disgust': np.float32(1.3506139e-08), 'fear': np.float32(0.09910046), 'happy': np.float32(0.00025313927), 'sad': np.float32(0.75617504), 'surprise': np.float32(0.0007373439), 'neutral': np.float32(98.90253)}"
18:19:33,neutral,"{'angry': np.float32(0.17424153), 'disgust': np.float32(2.9863892e-07), 'fear': np.float32(0.039088145), 'happy': np.float32(0.0033372757), 'sad': np.float32(0.81323934), 'surprise': np.float32(0.00051148736), 'neutral': np.float32(98.969574)}"
18:19:33,neutral,"{'angry': np.float32(0.07826025), 'disgust': np.float32(4.8333995e-09), 'fear': np.float32(0.025087828), 'happy': np.float32(0.00021831274), 'sad': np.float32(0.22220477), 'surprise': np.float32(0.00063113443), 'neutral': np.float32(99.6736)}"
18:19:33,neutral,"{'angry': np.float32(0.07826025), 'disgust': np.float32(4.8333995e-09), 'fear': np.float32(0.025087828), 'happy': np.float32(0.00021831274), 'sad': np.float32(0.22220477), 'surprise': np.float32(0.00063113443), 'neutral': np.float32(99.6736)}"
18:19:33,neutral,"{'angry': np.float32(0.041438017), 'disgust': np.float32(3.4790681e-09), 'fear': np.float32(0.01398335), 'happy': np.float32(0.0009860088), 'sad': np.float32(0.10016985), 'surprise': np.float32(0.004925875), 'neutral': np.float32(99.83849)}"
18:19:33,neutral,"{'angry': np.float32(0.041438017), 'disgust': np.float32(3.4790681e-09), 'fear': np.float32(0.01398335), 'happy': np.float32(0.0009860088), 'sad': np.float32(0.10016985), 'surprise': np.float32(0.004925875), 'neutral': np.float32(99.83849)}"
18:19:33,neutral,"{'angry': np.float32(0.013738628), 'disgust': np.float32(5.830736e-09), 'fear': np.float32(0.006488029), 'happy': np.float32(0.011014238), 'sad': np.float32(0.167531), 'surprise': np.float32(0.00039720803), 'neutral': np.float32(99.80083)}"
18:19:34,neutral,"{'angry': np.float32(0.46395338), 'disgust': np.float32(8.318574e-08), 'fear': np.float32(0.07987408), 'happy': np.float32(0.0021539326), 'sad': np.float32(1.3919677), 'surprise': np.float32(0.00090457243), 'neutral': np.float32(98.06114)}"
18:19:34,neutral,"{'angry': np.float32(0.46395338), 'disgust': np.float32(8.318574e-08), 'fear': np.float32(0.07987408), 'happy': np.float32(0.0021539326), 'sad': np.float32(1.3919677), 'surprise': np.float32(0.00090457243), 'neutral': np.float32(98.06114)}"
18:19:34,neutral,"{'angry': np.float32(0.020567685), 'disgust': np.float32(2.980858e-09), 'fear': np.float32(0.017117834), 'happy': np.float32(0.003923032), 'sad': np.float32(0.1915269), 'surprise': np.float32(0.0026991752), 'neutral': np.float32(99.76417)}"
18:19:34,neutral,"{'angry': np.float32(0.020567685), 'disgust': np.float32(2.980858e-09), 'fear': np.float32(0.017117834), 'happy': np.float32(0.003923032), 'sad': np.float32(0.1915269), 'surprise': np.float32(0.0026991752), 'neutral': np.float32(99.76417)}"
18:19:34,neutral,"{'angry': np.float32(0.21122287), 'disgust': np.float32(8.458491e-08), 'fear': np.float32(0.112292275), 'happy': np.float32(0.009062812), 'sad': np.float32(0.9680112), 'surprise': np.float32(0.002513543), 'neutral': np.float32(98.6969)}"
18:19:34,neutral,"{'angry': np.float32(0.27868143), 'disgust': np.float32(1.5778475e-07), 'fear': np.float32(0.8980306), 'happy': np.float32(0.0036046512), 'sad': np.float32(1.0177133), 'surprise': np.float32(0.054720353), 'neutral': np.float32(97.74725)}"
18:19:34,neutral,"{'angry': np.float32(0.27868143), 'disgust': np.float32(1.5778475e-07), 'fear': np.float32(0.8980306), 'happy': np.float32(0.0036046512), 'sad': np.float32(1.0177133), 'surprise': np.float32(0.054720353), 'neutral': np.float32(97.74725)}"
18:19:34,neutral,"{'angry': np.float32(1.7052779), 'disgust': np.float32(4.373681e-05), 'fear': np.float32(0.91467965), 'happy': np.float32(0.15503591), 'sad': np.float32(2.3226142), 'surprise': np.float32(0.12020808), 'neutral': np.float32(94.782135)}"
18:19:34,neutral,"{'angry': np.float32(1.7052779), 'disgust': np.float32(4.373681e-05), 'fear': np.float32(0.91467965), 'happy': np.float32(0.15503591), 'sad': np.float32(2.3226142), 'surprise': np.float32(0.12020808), 'neutral': np.float32(94.782135)}"
18:19:34,neutral,"{'angry': np.float32(0.038681857), 'disgust': np.float32(1.9725334e-08), 'fear': np.float32(0.09487864), 'happy': np.float32(0.009109451), 'sad': np.float32(0.29566476), 'surprise': np.float32(0.0076850737), 'neutral': np.float32(99.55398)}"
18:19:34,neutral,"{'angry': np.float32(0.038681857), 'disgust': np.float32(1.9725334e-08), 'fear': np.float32(0.09487864), 'happy': np.float32(0.009109451), 'sad': np.float32(0.29566476), 'surprise': np.float32(0.0076850737), 'neutral': np.float32(99.55398)}"
18:19:34,neutral,"{'angry': np.float32(0.16600353), 'disgust': np.float32(1.6124004e-07), 'fear': np.float32(0.18515077), 'happy': np.float32(0.012072851), 'sad': np.float32(0.42596352), 'surprise': np.float32(0.015254996), 'neutral': np.float32(99.19556)}"
18:19:34,neutral,"{'angry': np.float32(0.1157504), 'disgust': np.float32(2.007768e-08), 'fear': np.float32(0.03877216), 'happy': np.float32(0.009887509), 'sad': np.float32(0.47513232), 'surprise': np.float32(0.0011993045), 'neutral': np.float32(99.35925)}"
18:19:34,neutral,"{'angry': np.float32(0.1157504), 'disgust': np.float32(2.007768e-08), 'fear': np.float32(0.03877216), 'happy': np.float32(0.009887509), 'sad': np.float32(0.47513232), 'surprise': np.float32(0.0011993045), 'neutral': np.float32(99.35925)}"
18:19:34,neutral,"{'angry': np.float32(0.012909929), 'disgust': np.float32(3.8561834e-09), 'fear': np.float32(0.021787865), 'happy': np.float32(0.00603045), 'sad': np.float32(0.12732613), 'surprise': np.float32(0.0052080257), 'neutral': np.float32(99.826744)}"
18:19:34,neutral,"{'angry': np.float32(1.1616453), 'disgust': np.float32(1.0287018e-05), 'fear': np.float32(0.91321385), 'happy': np.float32(0.015088665), 'sad': np.float32(4.054024), 'surprise': np.float32(0.020195851), 'neutral': np.float32(93.83582)}"
18:19:34,neutral,"{'angry': np.float32(1.1616453), 'disgust': np.float32(1.0287018e-05), 'fear': np.float32(0.91321385), 'happy': np.float32(0.015088665), 'sad': np.float32(4.054024), 'surprise': np.float32(0.020195851), 'neutral': np.float32(93.83582)}"
18:19:34,neutral,"{'angry': np.float32(1.9028713), 'disgust': np.float32(3.66e-05), 'fear': np.float32(0.9031872), 'happy': np.float32(0.26926392), 'sad': np.float32(1.9116118), 'surprise': np.float32(0.11214537), 'neutral': np.float32(94.90088)}"
18:19:34,neutral,"{'angry': np.float32(1.9028713), 'disgust': np.float32(3.66e-05), 'fear': np.float32(0.9031872), 'happy': np.float32(0.26926392), 'sad': np.float32(1.9116118), 'surprise': np.float32(0.11214537), 'neutral': np.float32(94.90088)}"
18:19:35,neutral,"{'angry': np.float32(0.061251454), 'disgust': np.float32(1.2755362e-08), 'fear': np.float32(0.013691022), 'happy': np.float32(0.019684225), 'sad': np.float32(0.4050144), 'surprise': np.float32(0.00056150276), 'neutral': np.float32(99.4998)}"
18:19:35,neutral,"{'angry': np.float32(0.101133116), 'disgust': np.float32(3.0702754e-08), 'fear': np.float32(0.030054517), 'happy': np.float32(0.009583025), 'sad': np.float32(0.6276175), 'surprise': np.float32(0.00041392367), 'neutral': np.float32(99.23119)}"
18:19:35,neutral,"{'angry': np.float32(0.101133116), 'disgust': np.float32(3.0702754e-08), 'fear': np.float32(0.030054517), 'happy': np.float32(0.009583025), 'sad': np.float32(0.6276175), 'surprise': np.float32(0.00041392367), 'neutral': np.float32(99.23119)}"
18:19:35,neutral,"{'angry': np.float32(0.07662217), 'disgust': np.float32(3.8380855e-07), 'fear': np.float32(0.5363541), 'happy': np.float32(0.01656548), 'sad': np.float32(1.0321627), 'surprise': np.float32(0.0087637445), 'neutral': np.float32(98.32954)}"
18:19:35,neutral,"{'angry': np.float32(0.07662217), 'disgust': np.float32(3.8380855e-07), 'fear': np.float32(0.5363541), 'happy': np.float32(0.01656548), 'sad': np.float32(1.0321627), 'surprise': np.float32(0.0087637445), 'neutral': np.float32(98.32954)}"
18:19:35,neutral,"{'angry': np.float32(0.07693043), 'disgust': np.float32(8.576756e-08), 'fear': np.float32(0.4036483), 'happy': np.float32(0.032423172), 'sad': np.float32(0.61423236), 'surprise': np.float32(0.017670115), 'neutral': np.float32(98.855095)}"
18:19:35,neutral,"{'angry': np.float32(0.06940525), 'disgust': np.float32(6.956533e-09), 'fear': np.float32(0.04378718), 'happy': np.float32(0.002690506), 'sad': np.float32(0.51811415), 'surprise': np.float32(0.00017301303), 'neutral': np.float32(99.36583)}"
18:19:35,neutral,"{'angry': np.float32(0.06940525), 'disgust': np.float32(6.956533e-09), 'fear': np.float32(0.04378718), 'happy': np.float32(0.002690506), 'sad': np.float32(0.51811415), 'surprise': np.float32(0.00017301303), 'neutral': np.float32(99.36583)}"
18:19:35,angry,"{'angry': np.float32(99.999565), 'disgust': np.float32(2.2622144e-14), 'fear': np.float32(3.7363253e-07), 'happy': np.float32(1.4640489e-06), 'sad': np.float32(0.00011077843), 'surprise': np.float32(3.7279554e-10), 'neutral': np.float32(0.00031517236)}"
18:19:35,neutral,"{'angry': np.float32(0.071505375), 'disgust': np.float32(6.468049e-09), 'fear': np.float32(0.31273526), 'happy': np.float32(0.0006822341), 'sad': np.float32(0.5735414), 'surprise': np.float32(0.0014760576), 'neutral': np.float32(99.04006)}"
18:19:35,neutral,"{'angry': np.float32(0.071505375), 'disgust': np.float32(6.468049e-09), 'fear': np.float32(0.31273526), 'happy': np.float32(0.0006822341), 'sad': np.float32(0.5735414), 'surprise': np.float32(0.0014760576), 'neutral': np.float32(99.04006)}"
18:19:35,neutral,"{'angry': np.float32(0.19503413), 'disgust': np.float32(3.0760553e-08), 'fear': np.float32(0.07566125), 'happy': np.float32(0.0067089805), 'sad': np.float32(1.3367593), 'surprise': np.float32(0.00025481996), 'neutral': np.float32(98.38559)}"
18:19:35,neutral,"{'angry': np.float32(0.19503413), 'disgust': np.float32(3.0760553e-08), 'fear': np.float32(0.07566125), 'happy': np.float32(0.0067089805), 'sad': np.float32(1.3367593), 'surprise': np.float32(0.00025481996), 'neutral': np.float32(98.38559)}"
18:19:35,angry,"{'angry': np.float32(99.9996), 'disgust': np.float32(4.6165807e-15), 'fear': np.float32(9.104332e-08), 'happy': np.float32(1.3545823e-06), 'sad': np.float32(7.178761e-05), 'surprise': np.float32(1.7698112e-10), 'neutral': np.float32(0.00031895607)}"
18:19:35,angry,"{'angry': np.float32(99.999916), 'disgust': np.float32(3.643287e-16), 'fear': np.float32(7.907227e-09), 'happy': np.float32(1.7407771e-06), 'sad': np.float32(2.3317165e-05), 'surprise': np.float32(1.4759666e-11), 'neutral': np.float32(6.7320114e-05)}"
18:19:35,angry,"{'angry': np.float32(99.999916), 'disgust': np.float32(3.643287e-16), 'fear': np.float32(7.907227e-09), 'happy': np.float32(1.7407771e-06), 'sad': np.float32(2.3317165e-05), 'surprise': np.float32(1.4759666e-11), 'neutral': np.float32(6.7320114e-05)}"
18:19:35,neutral,"{'angry': np.float32(0.049659133), 'disgust': np.float32(4.0278632e-08), 'fear': np.float32(0.09609046), 'happy': np.float32(0.0087081175), 'sad': np.float32(0.4143245), 'surprise': np.float32(0.0014885024), 'neutral': np.float32(99.42973)}"
18:19:36,neutral,"{'angry': np.float32(0.06796099), 'disgust': np.float32(4.3339448e-09), 'fear': np.float32(0.041866098), 'happy': np.float32(0.00038926688), 'sad': np.float32(0.4966815), 'surprise': np.float32(0.00013241738), 'neutral': np.float32(99.392975)}"
18:19:36,neutral,"{'angry': np.float32(0.06796099), 'disgust': np.float32(4.3339448e-09), 'fear': np.float32(0.041866098), 'happy': np.float32(0.00038926688), 'sad': np.float32(0.4966815), 'surprise': np.float32(0.00013241738), 'neutral': np.float32(99.392975)}"
18:19:36,neutral,"{'angry': np.float32(0.19025289), 'disgust': np.float32(3.468609e-08), 'fear': np.float32(0.13245806), 'happy': np.float32(0.0021184718), 'sad': np.float32(0.5348121), 'surprise': np.float32(0.00091433094), 'neutral': np.float32(99.13945)}"
18:19:36,angry,"{'angry': np.float32(99.99919), 'disgust': np.float32(2.3314446e-14), 'fear': np.float32(1.3217392e-07), 'happy': np.float32(1.1636987e-05), 'sad': np.float32(0.00019174452), 'surprise': np.float32(1.7331676e-10), 'neutral': np.float32(0.0006101397)}"
18:19:36,angry,"{'angry': np.float32(99.99919), 'disgust': np.float32(2.3314446e-14), 'fear': np.float32(1.3217392e-07), 'happy': np.float32(1.1636987e-05), 'sad': np.float32(0.00019174452), 'surprise': np.float32(1.7331676e-10), 'neutral': np.float32(0.0006101397)}"
18:19:36,neutral,"{'angry': np.float32(0.9513448), 'disgust': np.float32(7.978298e-07), 'fear': np.float32(0.19211753), 'happy': np.float32(0.0011301842), 'sad': np.float32(1.2345581), 'surprise': np.float32(0.0007818714), 'neutral': np.float32(97.62007)}"
18:19:36,neutral,"{'angry': np.float32(0.9513448), 'disgust': np.float32(7.978298e-07), 'fear': np.float32(0.19211753), 'happy': np.float32(0.0011301842), 'sad': np.float32(1.2345581), 'surprise': np.float32(0.0007818714), 'neutral': np.float32(97.62007)}"
18:19:36,neutral,"{'angry': np.float32(0.09978447), 'disgust': np.float32(1.1411739e-07), 'fear': np.float32(0.06769721), 'happy': np.float32(0.011873074), 'sad': np.float32(0.5751954), 'surprise': np.float32(0.00084083603), 'neutral': np.float32(99.24461)}"
18:19:36,neutral,"{'angry': np.float32(0.09978447), 'disgust': np.float32(1.1411739e-07), 'fear': np.float32(0.06769721), 'happy': np.float32(0.011873074), 'sad': np.float32(0.5751954), 'surprise': np.float32(0.00084083603), 'neutral': np.float32(99.24461)}"
18:19:36,angry,"{'angry': np.float32(99.99928), 'disgust': np.float32(2.142314e-14), 'fear': np.float32(2.7761382e-07), 'happy': np.float32(4.4866597e-06), 'sad': np.float32(0.00013462623), 'surprise': np.float32(8.6560176e-10), 'neutral': np.float32(0.00056839996)}"
18:19:36,neutral,"{'angry': np.float32(0.05115876), 'disgust': np.float32(9.575745e-09), 'fear': np.float32(0.030766841), 'happy': np.float32(0.0005625736), 'sad': np.float32(0.33941317), 'surprise': np.float32(8.481004e-05), 'neutral': np.float32(99.57801)}"
18:19:36,neutral,"{'angry': np.float32(0.05115876), 'disgust': np.float32(9.575745e-09), 'fear': np.float32(0.030766841), 'happy': np.float32(0.0005625736), 'sad': np.float32(0.33941317), 'surprise': np.float32(8.481004e-05), 'neutral': np.float32(99.57801)}"
18:19:36,neutral,"{'angry': np.float32(0.2520853), 'disgust': np.float32(5.5562833e-08), 'fear': np.float32(0.053996053), 'happy': np.float32(0.0008950448), 'sad': np.float32(0.7267), 'surprise': np.float32(0.000153593), 'neutral': np.float32(98.96617)}"
18:19:36,angry,"{'angry': np.float32(99.99905), 'disgust': np.float32(7.898846e-14), 'fear': np.float32(8.8601155e-07), 'happy': np.float32(1.5490643e-05), 'sad': np.float32(0.0001862926), 'surprise': np.float32(1.6714683e-09), 'neutral': np.float32(0.0007508652)}"
18:19:36,angry,"{'angry': np.float32(99.99905), 'disgust': np.float32(7.898846e-14), 'fear': np.float32(8.8601155e-07), 'happy': np.float32(1.5490643e-05), 'sad': np.float32(0.0001862926), 'surprise': np.float32(1.6714683e-09), 'neutral': np.float32(0.0007508652)}"
18:19:36,angry,"{'angry': np.float32(99.99955), 'disgust': np.float32(2.8542562e-15), 'fear': np.float32(6.4029095e-08), 'happy': np.float32(6.019435e-06), 'sad': np.float32(7.606844e-05), 'surprise': np.float32(1.2304775e-10), 'neutral': np.float32(0.00037023675)}"
18:19:36,neutral,"{'angry': np.float32(0.08035845), 'disgust': np.float32(1.9818819e-08), 'fear': np.float32(0.13950983), 'happy': np.float32(0.0019925113), 'sad': np.float32(0.525212), 'surprise': np.float32(0.0006158224), 'neutral': np.float32(99.25231)}"
18:19:37,neutral,"{'angry': np.float32(0.08035845), 'disgust': np.float32(1.9818819e-08), 'fear': np.float32(0.13950983), 'happy': np.float32(0.0019925113), 'sad': np.float32(0.525212), 'surprise': np.float32(0.0006158224), 'neutral': np.float32(99.25231)}"
18:19:37,neutral,"{'angry': np.float32(0.44896337), 'disgust': np.float32(8.011402e-08), 'fear': np.float32(0.27108198), 'happy': np.float32(0.00046479207), 'sad': np.float32(1.0822537), 'surprise': np.float32(0.0019514025), 'neutral': np.float32(98.19528)}"
18:19:37,neutral,"{'angry': np.float32(0.44896337), 'disgust': np.float32(8.011402e-08), 'fear': np.float32(0.27108198), 'happy': np.float32(0.00046479207), 'sad': np.float32(1.0822537), 'surprise': np.float32(0.0019514025), 'neutral': np.float32(98.19528)}"
18:19:37,neutral,"{'angry': np.float32(0.518041), 'disgust': np.float32(4.4143616e-07), 'fear': np.float32(2.1563966), 'happy': np.float32(0.007960559), 'sad': np.float32(2.9705853), 'surprise': np.float32(0.013327941), 'neutral': np.float32(94.333694)}"
18:19:37,neutral,"{'angry': np.float32(0.012779042), 'disgust': np.float32(3.9535403e-11), 'fear': np.float32(0.047010265), 'happy': np.float32(0.00033395737), 'sad': np.float32(0.17190261), 'surprise': np.float32(0.00045376556), 'neutral': np.float32(99.767525)}"
18:19:37,neutral,"{'angry': np.float32(0.012779042), 'disgust': np.float32(3.9535403e-11), 'fear': np.float32(0.047010265), 'happy': np.float32(0.00033395737), 'sad': np.float32(0.17190261), 'surprise': np.float32(0.00045376556), 'neutral': np.float32(99.767525)}"
18:19:37,neutral,"{'angry': np.float32(0.36876506), 'disgust': np.float32(4.2395015e-08), 'fear': np.float32(0.46825776), 'happy': np.float32(0.0030571958), 'sad': np.float32(2.0599804), 'surprise': np.float32(0.0017266173), 'neutral': np.float32(97.09821)}"
18:19:37,neutral,"{'angry': np.float32(0.32047758), 'disgust': np.float32(2.0638836e-08), 'fear': np.float32(0.40736246), 'happy': np.float32(0.0013031776), 'sad': np.float32(1.6361681), 'surprise': np.float32(0.00050330604), 'neutral': np.float32(97.634186)}"
18:19:37,neutral,"{'angry': np.float32(0.32047758), 'disgust': np.float32(2.0638836e-08), 'fear': np.float32(0.40736246), 'happy': np.float32(0.0013031776), 'sad': np.float32(1.6361681), 'surprise': np.float32(0.00050330604), 'neutral': np.float32(97.634186)}"
18:19:37,neutral,"{'angry': np.float32(0.38472995), 'disgust': np.float32(6.7198336e-08), 'fear': np.float32(0.62627405), 'happy': np.float32(0.00050515804), 'sad': np.float32(2.1207569), 'surprise': np.float32(0.00013955041), 'neutral': np.float32(96.8676)}"
18:19:37,neutral,"{'angry': np.float32(0.38472995), 'disgust': np.float32(6.7198336e-08), 'fear': np.float32(0.62627405), 'happy': np.float32(0.00050515804), 'sad': np.float32(2.1207569), 'surprise': np.float32(0.00013955041), 'neutral': np.float32(96.8676)}"
18:19:37,neutral,"{'angry': np.float32(0.13742599), 'disgust': np.float32(1.1592795e-07), 'fear': np.float32(0.1881171), 'happy': np.float32(0.0072095664), 'sad': np.float32(1.1549133), 'surprise': np.float32(0.00080620626), 'neutral': np.float32(98.51153)}"
18:19:37,neutral,"{'angry': np.float32(0.122858554), 'disgust': np.float32(1.0819922e-08), 'fear': np.float32(0.28940132), 'happy': np.float32(0.0006206515), 'sad': np.float32(0.8110499), 'surprise': np.float32(0.00016950331), 'neutral': np.float32(98.7759)}"
18:19:37,neutral,"{'angry': np.float32(0.122858554), 'disgust': np.float32(1.0819922e-08), 'fear': np.float32(0.28940132), 'happy': np.float32(0.0006206515), 'sad': np.float32(0.8110499), 'surprise': np.float32(0.00016950331), 'neutral': np.float32(98.7759)}"
18:19:37,neutral,"{'angry': np.float32(0.0654568), 'disgust': np.float32(1.4545876e-08), 'fear': np.float32(0.07905293), 'happy': np.float32(0.012698312), 'sad': np.float32(0.66966665), 'surprise': np.float32(0.000885111), 'neutral': np.float32(99.17224)}"
18:19:37,neutral,"{'angry': np.float32(1.7849768), 'disgust': np.float32(4.9425813e-07), 'fear': np.float32(0.5311699), 'happy': np.float32(0.000664734), 'sad': np.float32(8.945038), 'surprise': np.float32(3.826575e-05), 'neutral': np.float32(88.738106)}"
18:19:37,neutral,"{'angry': np.float32(1.7849768), 'disgust': np.float32(4.9425813e-07), 'fear': np.float32(0.5311699), 'happy': np.float32(0.000664734), 'sad': np.float32(8.945038), 'surprise': np.float32(3.826575e-05), 'neutral': np.float32(88.738106)}"
