Time,Dominant Emotion,All Emotions
18:18:53,neutral,"{'angry': np.float32(0.17461649), 'disgust': np.float32(3.2244458e-07), 'fear': np.float32(0.017542945), 'happy': np.float32(2.56221), 'sad': np.float32(0.7242976), 'surprise': np.float32(0.0017654022), 'neutral': np.float32(96.51956)}"
18:18:53,neutral,"{'angry': np.float32(0.17461649), 'disgust': np.float32(3.2244458e-07), 'fear': np.float32(0.017542945), 'happy': np.float32(2.56221), 'sad': np.float32(0.7242976), 'surprise': np.float32(0.0017654022), 'neutral': np.float32(96.51956)}"
18:18:53,neutral,"{'angry': np.float32(0.002637548), 'disgust': np.float32(6.8569136e-13), 'fear': np.float32(3.2196672), 'happy': np.float32(15.539413), 'sad': np.float32(0.008843914), 'surprise': np.float32(0.0026547231), 'neutral': np.float32(81.22678)}"
18:18:53,neutral,"{'angry': np.float32(0.0018830863), 'disgust': np.float32(7.818829e-13), 'fear': np.float32(3.8070776), 'happy': np.float32(7.6390676), 'sad': np.float32(0.009722873), 'surprise': np.float32(0.0024827076), 'neutral': np.float32(88.539764)}"
18:18:53,neutral,"{'angry': np.float32(0.0018830863), 'disgust': np.float32(7.818829e-13), 'fear': np.float32(3.8070776), 'happy': np.float32(7.6390676), 'sad': np.float32(0.009722873), 'surprise': np.float32(0.0024827076), 'neutral': np.float32(88.539764)}"
18:18:54,neutral,"{'angry': np.float32(0.0024943808), 'disgust': np.float32(2.703951e-12), 'fear': np.float32(8.23191), 'happy': np.float32(0.76678336), 'sad': np.float32(0.028441463), 'surprise': np.float32(0.0015633898), 'neutral': np.float32(90.96881)}"
18:18:54,neutral,"{'angry': np.float32(0.002224061), 'disgust': np.float32(5.6707937e-12), 'fear': np.float32(7.379416), 'happy': np.float32(0.6782007), 'sad': np.float32(0.02840612), 'surprise': np.float32(0.0026189426), 'neutral': np.float32(91.909134)}"
18:18:54,neutral,"{'angry': np.float32(0.002224061), 'disgust': np.float32(5.6707937e-12), 'fear': np.float32(7.379416), 'happy': np.float32(0.6782007), 'sad': np.float32(0.02840612), 'surprise': np.float32(0.0026189426), 'neutral': np.float32(91.909134)}"
18:18:54,neutral,"{'angry': np.float32(0.0054624993), 'disgust': np.float32(3.233998e-11), 'fear': np.float32(4.0559435), 'happy': np.float32(0.15613231), 'sad': np.float32(0.060349777), 'surprise': np.float32(0.0026326946), 'neutral': np.float32(95.71948)}"
18:18:54,neutral,"{'angry': np.float32(0.009410035), 'disgust': np.float32(9.51571e-11), 'fear': np.float32(4.283198), 'happy': np.float32(0.16433844), 'sad': np.float32(0.08831531), 'surprise': np.float32(0.002583521), 'neutral': np.float32(95.452156)}"
18:18:54,neutral,"{'angry': np.float32(0.009410035), 'disgust': np.float32(9.51571e-11), 'fear': np.float32(4.283198), 'happy': np.float32(0.16433844), 'sad': np.float32(0.08831531), 'surprise': np.float32(0.002583521), 'neutral': np.float32(95.452156)}"
18:18:54,neutral,"{'angry': np.float32(0.015060143), 'disgust': np.float32(1.7768718e-10), 'fear': np.float32(5.7513294), 'happy': np.float32(0.21442257), 'sad': np.float32(0.124911875), 'surprise': np.float32(0.003397532), 'neutral': np.float32(93.89088)}"
18:18:54,neutral,"{'angry': np.float32(0.019120062), 'disgust': np.float32(7.175963e-10), 'fear': np.float32(11.390157), 'happy': np.float32(0.18881968), 'sad': np.float32(0.20891336), 'surprise': np.float32(0.006409331), 'neutral': np.float32(88.186584)}"
18:18:54,neutral,"{'angry': np.float32(0.04021314), 'disgust': np.float32(1.6263365e-09), 'fear': np.float32(12.811871), 'happy': np.float32(0.17719027), 'sad': np.float32(0.29901117), 'surprise': np.float32(0.011013495), 'neutral': np.float32(86.6607)}"
18:18:54,neutral,"{'angry': np.float32(0.06820066), 'disgust': np.float32(2.7308735e-09), 'fear': np.float32(12.494999), 'happy': np.float32(0.15228215), 'sad': np.float32(0.35453257), 'surprise': np.float32(0.014515153), 'neutral': np.float32(86.915474)}"
18:18:54,neutral,"{'angry': np.float32(0.06820066), 'disgust': np.float32(2.7308735e-09), 'fear': np.float32(12.494999), 'happy': np.float32(0.15228215), 'sad': np.float32(0.35453257), 'surprise': np.float32(0.014515153), 'neutral': np.float32(86.915474)}"
18:18:54,neutral,"{'angry': np.float32(0.06350729), 'disgust': np.float32(4.5194803e-09), 'fear': np.float32(14.224924), 'happy': np.float32(0.07183998), 'sad': np.float32(0.45958412), 'surprise': np.float32(0.026134148), 'neutral': np.float32(85.15401)}"
18:18:54,neutral,"{'angry': np.float32(0.03469574), 'disgust': np.float32(1.7586724e-09), 'fear': np.float32(24.346668), 'happy': np.float32(0.18686193), 'sad': np.float32(0.34637704), 'surprise': np.float32(0.0231728), 'neutral': np.float32(75.062225)}"
18:18:54,neutral,"{'angry': np.float32(0.03469574), 'disgust': np.float32(1.7586724e-09), 'fear': np.float32(24.346668), 'happy': np.float32(0.18686193), 'sad': np.float32(0.34637704), 'surprise': np.float32(0.0231728), 'neutral': np.float32(75.062225)}"
18:18:54,neutral,"{'angry': np.float32(0.0074403104), 'disgust': np.float32(4.1271772e-10), 'fear': np.float32(27.875858), 'happy': np.float32(0.31320366), 'sad': np.float32(0.14608526), 'surprise': np.float32(0.013814523), 'neutral': np.float32(71.6436)}"
18:18:54,neutral,"{'angry': np.float32(0.0074403104), 'disgust': np.float32(4.1271772e-10), 'fear': np.float32(27.875858), 'happy': np.float32(0.31320366), 'sad': np.float32(0.14608526), 'surprise': np.float32(0.013814523), 'neutral': np.float32(71.6436)}"
18:18:54,neutral,"{'angry': np.float32(0.007521714), 'disgust': np.float32(2.9578537e-10), 'fear': np.float32(40.18882), 'happy': np.float32(0.89824563), 'sad': np.float32(0.13050725), 'surprise': np.float32(0.009299298), 'neutral': np.float32(58.765614)}"
18:18:55,fear,"{'angry': np.float32(0.0074558607), 'disgust': np.float32(4.341586e-10), 'fear': np.float32(53.225372), 'happy': np.float32(1.0659871), 'sad': np.float32(0.124343656), 'surprise': np.float32(0.009319365), 'neutral': np.float32(45.56752)}"
18:18:55,fear,"{'angry': np.float32(0.0074558607), 'disgust': np.float32(4.341586e-10), 'fear': np.float32(53.225372), 'happy': np.float32(1.0659871), 'sad': np.float32(0.124343656), 'surprise': np.float32(0.009319365), 'neutral': np.float32(45.56752)}"
18:18:55,fear,"{'angry': np.float32(0.00882727), 'disgust': np.float32(2.2546764e-10), 'fear': np.float32(67.4047), 'happy': np.float32(0.40426505), 'sad': np.float32(0.17202866), 'surprise': np.float32(0.008246342), 'neutral': np.float32(32.001926)}"
18:18:55,fear,"{'angry': np.float32(0.00908268), 'disgust': np.float32(2.0349715e-10), 'fear': np.float32(65.00466), 'happy': np.float32(0.2745146), 'sad': np.float32(0.16821882), 'surprise': np.float32(0.008098992), 'neutral': np.float32(34.535423)}"
18:18:55,fear,"{'angry': np.float32(0.00908268), 'disgust': np.float32(2.0349715e-10), 'fear': np.float32(65.00466), 'happy': np.float32(0.2745146), 'sad': np.float32(0.16821882), 'surprise': np.float32(0.008098992), 'neutral': np.float32(34.535423)}"
18:18:55,fear,"{'angry': np.float32(0.0044043083), 'disgust': np.float32(2.0031399e-10), 'fear': np.float32(56.091637), 'happy': np.float32(0.5568592), 'sad': np.float32(0.110192366), 'surprise': np.float32(0.012007447), 'neutral': np.float32(43.2249)}"
18:18:55,neutral,"{'angry': np.float32(0.0052992413), 'disgust': np.float32(2.801016e-10), 'fear': np.float32(49.30095), 'happy': np.float32(0.432261), 'sad': np.float32(0.1313135), 'surprise': np.float32(0.010802794), 'neutral': np.float32(50.11937)}"
18:18:55,neutral,"{'angry': np.float32(0.0052992413), 'disgust': np.float32(2.801016e-10), 'fear': np.float32(49.30095), 'happy': np.float32(0.432261), 'sad': np.float32(0.1313135), 'surprise': np.float32(0.010802794), 'neutral': np.float32(50.11937)}"
18:18:55,fear,"{'angry': np.float32(0.004622791), 'disgust': np.float32(2.2548968e-10), 'fear': np.float32(55.130314), 'happy': np.float32(0.32981846), 'sad': np.float32(0.11256782), 'surprise': np.float32(0.012806329), 'neutral': np.float32(44.409866)}"
18:18:55,fear,"{'angry': np.float32(0.004622791), 'disgust': np.float32(2.2548968e-10), 'fear': np.float32(55.130314), 'happy': np.float32(0.32981846), 'sad': np.float32(0.11256782), 'surprise': np.float32(0.012806329), 'neutral': np.float32(44.409866)}"
18:18:55,fear,"{'angry': np.float32(0.0062072556), 'disgust': np.float32(1.07601796e-10), 'fear': np.float32(67.0547), 'happy': np.float32(0.22449437), 'sad': np.float32(0.12139402), 'surprise': np.float32(0.008148575), 'neutral': np.float32(32.585056)}"
18:18:55,fear,"{'angry': np.float32(0.005522188), 'disgust': np.float32(3.068771e-11), 'fear': np.float32(76.53307), 'happy': np.float32(0.20354803), 'sad': np.float32(0.10067084), 'surprise': np.float32(0.0051827445), 'neutral': np.float32(23.152006)}"
18:18:55,fear,"{'angry': np.float32(0.005522188), 'disgust': np.float32(3.068771e-11), 'fear': np.float32(76.53307), 'happy': np.float32(0.20354803), 'sad': np.float32(0.10067084), 'surprise': np.float32(0.0051827445), 'neutral': np.float32(23.152006)}"
18:18:55,fear,"{'angry': np.float32(0.008107165), 'disgust': np.float32(6.561344e-11), 'fear': np.float32(74.79256), 'happy': np.float32(0.16385445), 'sad': np.float32(0.14378574), 'surprise': np.float32(0.0077238274), 'neutral': np.float32(24.883978)}"
18:18:55,fear,"{'angry': np.float32(0.004343943), 'disgust': np.float32(2.3050117e-11), 'fear': np.float32(64.48115), 'happy': np.float32(0.3493139), 'sad': np.float32(0.09485028), 'surprise': np.float32(0.0053720353), 'neutral': np.float32(35.064972)}"
18:18:56,fear,"{'angry': np.float32(0.004343943), 'disgust': np.float32(2.3050117e-11), 'fear': np.float32(64.48115), 'happy': np.float32(0.3493139), 'sad': np.float32(0.09485028), 'surprise': np.float32(0.0053720353), 'neutral': np.float32(35.064972)}"
18:18:56,fear,"{'angry': np.float32(0.005128851), 'disgust': np.float32(3.6239504e-11), 'fear': np.float32(54.97251), 'happy': np.float32(0.21513896), 'sad': np.float32(0.10691604), 'surprise': np.float32(0.009313314), 'neutral': np.float32(44.690987)}"
18:18:56,fear,"{'angry': np.float32(0.004294642), 'disgust': np.float32(3.7425243e-11), 'fear': np.float32(55.624306), 'happy': np.float32(0.34444678), 'sad': np.float32(0.09953884), 'surprise': np.float32(0.010539031), 'neutral': np.float32(43.916874)}"
18:18:56,fear,"{'angry': np.float32(0.004294642), 'disgust': np.float32(3.7425243e-11), 'fear': np.float32(55.624306), 'happy': np.float32(0.34444678), 'sad': np.float32(0.09953884), 'surprise': np.float32(0.010539031), 'neutral': np.float32(43.916874)}"
18:18:56,neutral,"{'angry': np.float32(0.058100726), 'disgust': np.float32(2.6306407e-05), 'fear': np.float32(0.103990056), 'happy': np.float32(48.022984), 'sad': np.float32(0.7293016), 'surprise': np.float32(0.05089979), 'neutral': np.float32(51.034702)}"
18:18:56,fear,"{'angry': np.float32(0.008303113), 'disgust': np.float32(6.51308e-11), 'fear': np.float32(64.93013), 'happy': np.float32(0.13765126), 'sad': np.float32(0.14095296), 'surprise': np.float32(0.008182598), 'neutral': np.float32(34.774784)}"
18:18:56,fear,"{'angry': np.float32(0.008303113), 'disgust': np.float32(6.51308e-11), 'fear': np.float32(64.93013), 'happy': np.float32(0.13765126), 'sad': np.float32(0.14095296), 'surprise': np.float32(0.008182598), 'neutral': np.float32(34.774784)}"
18:18:56,fear,"{'angry': np.float32(0.0074481606), 'disgust': np.float32(6.6743104e-11), 'fear': np.float32(58.006454), 'happy': np.float32(0.16006564), 'sad': np.float32(0.12002051), 'surprise': np.float32(0.010978859), 'neutral': np.float32(41.69503)}"
18:18:56,fear,"{'angry': np.float32(0.0074481606), 'disgust': np.float32(6.6743104e-11), 'fear': np.float32(58.006454), 'happy': np.float32(0.16006564), 'sad': np.float32(0.12002051), 'surprise': np.float32(0.010978859), 'neutral': np.float32(41.69503)}"
18:18:56,fear,"{'angry': np.float32(0.004258616), 'disgust': np.float32(3.407496e-11), 'fear': np.float32(50.531864), 'happy': np.float32(0.07098132), 'sad': np.float32(0.10725672), 'surprise': np.float32(0.009613674), 'neutral': np.float32(49.276024)}"
18:18:56,fear,"{'angry': np.float32(0.007597163), 'disgust': np.float32(1.1375577e-10), 'fear': np.float32(52.947807), 'happy': np.float32(0.22179098), 'sad': np.float32(0.124503076), 'surprise': np.float32(0.012156382), 'neutral': np.float32(46.686142)}"
18:18:56,fear,"{'angry': np.float32(0.007597163), 'disgust': np.float32(1.1375577e-10), 'fear': np.float32(52.947807), 'happy': np.float32(0.22179098), 'sad': np.float32(0.124503076), 'surprise': np.float32(0.012156382), 'neutral': np.float32(46.686142)}"
18:18:56,fear,"{'angry': np.float32(0.0067258477), 'disgust': np.float32(1.2240835e-10), 'fear': np.float32(56.955273), 'happy': np.float32(0.17783573), 'sad': np.float32(0.13128124), 'surprise': np.float32(0.013988078), 'neutral': np.float32(42.7149)}"
18:18:56,fear,"{'angry': np.float32(0.005219526), 'disgust': np.float32(8.6836136e-11), 'fear': np.float32(61.12333), 'happy': np.float32(0.23080431), 'sad': np.float32(0.10472795), 'surprise': np.float32(0.0102632), 'neutral': np.float32(38.525654)}"
18:18:56,fear,"{'angry': np.float32(0.005219526), 'disgust': np.float32(8.6836136e-11), 'fear': np.float32(61.12333), 'happy': np.float32(0.23080431), 'sad': np.float32(0.10472795), 'surprise': np.float32(0.0102632), 'neutral': np.float32(38.525654)}"
18:18:56,fear,"{'angry': np.float32(0.00411771), 'disgust': np.float32(7.897197e-11), 'fear': np.float32(66.68259), 'happy': np.float32(0.34859097), 'sad': np.float32(0.08469864), 'surprise': np.float32(0.009772126), 'neutral': np.float32(32.870235)}"
18:18:56,fear,"{'angry': np.float32(0.004896712), 'disgust': np.float32(1.0811365e-10), 'fear': np.float32(66.14229), 'happy': np.float32(0.2749076), 'sad': np.float32(0.09170423), 'surprise': np.float32(0.013808603), 'neutral': np.float32(33.472385)}"
18:18:57,fear,"{'angry': np.float32(0.004896712), 'disgust': np.float32(1.0811365e-10), 'fear': np.float32(66.14229), 'happy': np.float32(0.2749076), 'sad': np.float32(0.09170423), 'surprise': np.float32(0.013808603), 'neutral': np.float32(33.472385)}"
18:18:57,fear,"{'angry': np.float32(0.005479813), 'disgust': np.float32(1.6222015e-10), 'fear': np.float32(64.10145), 'happy': np.float32(0.23559439), 'sad': np.float32(0.10791245), 'surprise': np.float32(0.021628432), 'neutral': np.float32(35.527946)}"
18:18:57,fear,"{'angry': np.float32(0.005479813), 'disgust': np.float32(1.6222015e-10), 'fear': np.float32(64.10145), 'happy': np.float32(0.23559439), 'sad': np.float32(0.10791245), 'surprise': np.float32(0.021628432), 'neutral': np.float32(35.527946)}"
18:18:57,fear,"{'angry': np.float32(0.0039851405), 'disgust': np.float32(6.7268774e-11), 'fear': np.float32(76.85518), 'happy': np.float32(0.109547086), 'sad': np.float32(0.09272284), 'surprise': np.float32(0.011211704), 'neutral': np.float32(22.927353)}"
18:18:57,fear,"{'angry': np.float32(0.003905489), 'disgust': np.float32(6.9919154e-11), 'fear': np.float32(70.51435), 'happy': np.float32(0.15490647), 'sad': np.float32(0.09676892), 'surprise': np.float32(0.01129327), 'neutral': np.float32(29.218773)}"
18:18:57,fear,"{'angry': np.float32(0.003905489), 'disgust': np.float32(6.9919154e-11), 'fear': np.float32(70.51435), 'happy': np.float32(0.15490647), 'sad': np.float32(0.09676892), 'surprise': np.float32(0.01129327), 'neutral': np.float32(29.218773)}"
18:18:57,fear,"{'angry': np.float32(0.0044511566), 'disgust': np.float32(1.2915148e-10), 'fear': np.float32(73.37975), 'happy': np.float32(0.10649307), 'sad': np.float32(0.10765003), 'surprise': np.float32(0.017320693), 'neutral': np.float32(26.384327)}"
18:18:57,fear,"{'angry': np.float32(0.0057907486), 'disgust': np.float32(1.2897396e-10), 'fear': np.float32(80.7969), 'happy': np.float32(0.09216771), 'sad': np.float32(0.11230152), 'surprise': np.float32(0.014835306), 'neutral': np.float32(18.978006)}"
18:18:57,fear,"{'angry': np.float32(0.0057907486), 'disgust': np.float32(1.2897396e-10), 'fear': np.float32(80.7969), 'happy': np.float32(0.09216771), 'sad': np.float32(0.11230152), 'surprise': np.float32(0.014835306), 'neutral': np.float32(18.978006)}"
18:18:57,fear,"{'angry': np.float32(0.0058983327), 'disgust': np.float32(1.9462147e-10), 'fear': np.float32(76.26957), 'happy': np.float32(0.08865506), 'sad': np.float32(0.12898885), 'surprise': np.float32(0.013728691), 'neutral': np.float32(23.493164)}"
18:18:57,fear,"{'angry': np.float32(0.004094019), 'disgust': np.float32(9.074361e-11), 'fear': np.float32(72.25364), 'happy': np.float32(0.13846764), 'sad': np.float32(0.097014725), 'surprise': np.float32(0.016459215), 'neutral': np.float32(27.490332)}"
18:18:57,fear,"{'angry': np.float32(0.004094019), 'disgust': np.float32(9.074361e-11), 'fear': np.float32(72.25364), 'happy': np.float32(0.13846764), 'sad': np.float32(0.097014725), 'surprise': np.float32(0.016459215), 'neutral': np.float32(27.490332)}"
18:18:57,fear,"{'angry': np.float32(0.0035421003), 'disgust': np.float32(1.3165367e-10), 'fear': np.float32(72.77185), 'happy': np.float32(0.23811728), 'sad': np.float32(0.098144785), 'surprise': np.float32(0.013680852), 'neutral': np.float32(26.874674)}"
18:18:57,fear,"{'angry': np.float32(0.0038429324), 'disgust': np.float32(1.4714739e-10), 'fear': np.float32(70.83628), 'happy': np.float32(0.24879678), 'sad': np.float32(0.10400355), 'surprise': np.float32(0.0181276), 'neutral': np.float32(28.788952)}"
18:18:57,fear,"{'angry': np.float32(0.0038429324), 'disgust': np.float32(1.4714739e-10), 'fear': np.float32(70.83628), 'happy': np.float32(0.24879678), 'sad': np.float32(0.10400355), 'surprise': np.float32(0.0181276), 'neutral': np.float32(28.788952)}"
18:18:57,fear,"{'angry': np.float32(0.003161983), 'disgust': np.float32(1.07082884e-10), 'fear': np.float32(71.43949), 'happy': np.float32(0.18643323), 'sad': np.float32(0.08749798), 'surprise': np.float32(0.016597668), 'neutral': np.float32(28.266815)}"
18:18:58,fear,"{'angry': np.float32(0.003161983), 'disgust': np.float32(1.07082884e-10), 'fear': np.float32(71.43949), 'happy': np.float32(0.18643323), 'sad': np.float32(0.08749798), 'surprise': np.float32(0.016597668), 'neutral': np.float32(28.266815)}"
18:18:58,fear,"{'angry': np.float32(0.004497724), 'disgust': np.float32(6.2091374e-11), 'fear': np.float32(79.365074), 'happy': np.float32(0.1095908), 'sad': np.float32(0.098885514), 'surprise': np.float32(0.007867425), 'neutral': np.float32(20.414091)}"
18:18:58,fear,"{'angry': np.float32(0.0050404593), 'disgust': np.float32(1.2154416e-10), 'fear': np.float32(80.232605), 'happy': np.float32(0.12898278), 'sad': np.float32(0.10882447), 'surprise': np.float32(0.010197206), 'neutral': np.float32(19.51434)}"
18:18:58,fear,"{'angry': np.float32(0.0050404593), 'disgust': np.float32(1.2154416e-10), 'fear': np.float32(80.232605), 'happy': np.float32(0.12898278), 'sad': np.float32(0.10882447), 'surprise': np.float32(0.010197206), 'neutral': np.float32(19.51434)}"
18:18:58,fear,"{'angry': np.float32(0.0027235106), 'disgust': np.float32(3.0605917e-11), 'fear': np.float32(80.96291), 'happy': np.float32(0.1178712), 'sad': np.float32(0.07752658), 'surprise': np.float32(0.008425412), 'neutral': np.float32(18.830536)}"
18:18:58,fear,"{'angry': np.float32(0.0027235106), 'disgust': np.float32(3.0605917e-11), 'fear': np.float32(80.96291), 'happy': np.float32(0.1178712), 'sad': np.float32(0.07752658), 'surprise': np.float32(0.008425412), 'neutral': np.float32(18.830536)}"
18:18:58,fear,"{'angry': np.float32(0.0038001665), 'disgust': np.float32(5.7405962e-11), 'fear': np.float32(78.25738), 'happy': np.float32(0.35900232), 'sad': np.float32(0.081576265), 'surprise': np.float32(0.010020253), 'neutral': np.float32(21.288221)}"
18:18:58,fear,"{'angry': np.float32(0.0034536107), 'disgust': np.float32(1.2555083e-10), 'fear': np.float32(76.0403), 'happy': np.float32(0.4399679), 'sad': np.float32(0.085044496), 'surprise': np.float32(0.010143487), 'neutral': np.float32(23.421099)}"
18:18:58,fear,"{'angry': np.float32(0.0034536107), 'disgust': np.float32(1.2555083e-10), 'fear': np.float32(76.0403), 'happy': np.float32(0.4399679), 'sad': np.float32(0.085044496), 'surprise': np.float32(0.010143487), 'neutral': np.float32(23.421099)}"
18:18:58,fear,"{'angry': np.float32(0.004842016), 'disgust': np.float32(8.6545084e-11), 'fear': np.float32(82.96209), 'happy': np.float32(0.07622825), 'sad': np.float32(0.09419461), 'surprise': np.float32(0.015129305), 'neutral': np.float32(16.847519)}"
18:18:58,happy,"{'angry': np.float32(0.18781908), 'disgust': np.float32(1.0240323e-05), 'fear': np.float32(0.19141737), 'happy': np.float32(60.859535), 'sad': np.float32(1.4526198), 'surprise': np.float32(0.017939664), 'neutral': np.float32(37.290653)}"
18:18:58,happy,"{'angry': np.float32(0.18781908), 'disgust': np.float32(1.0240323e-05), 'fear': np.float32(0.19141737), 'happy': np.float32(60.859535), 'sad': np.float32(1.4526198), 'surprise': np.float32(0.017939664), 'neutral': np.float32(37.290653)}"
18:18:58,fear,"{'angry': np.float32(0.0039973734), 'disgust': np.float32(4.6207746e-11), 'fear': np.float32(79.696686), 'happy': np.float32(0.032674275), 'sad': np.float32(0.09200366), 'surprise': np.float32(0.015341294), 'neutral': np.float32(20.159286)}"
18:18:58,fear,"{'angry': np.float32(0.0039973734), 'disgust': np.float32(4.6207746e-11), 'fear': np.float32(79.696686), 'happy': np.float32(0.032674275), 'sad': np.float32(0.09200366), 'surprise': np.float32(0.015341294), 'neutral': np.float32(20.159286)}"
18:18:58,fear,"{'angry': np.float32(0.0038537444), 'disgust': np.float32(7.936614e-11), 'fear': np.float32(77.72976), 'happy': np.float32(0.043143738), 'sad': np.float32(0.09807547), 'surprise': np.float32(0.015276402), 'neutral': np.float32(22.10989)}"
18:18:58,fear,"{'angry': np.float32(0.0038537444), 'disgust': np.float32(7.936614e-11), 'fear': np.float32(77.72976), 'happy': np.float32(0.043143738), 'sad': np.float32(0.09807547), 'surprise': np.float32(0.015276402), 'neutral': np.float32(22.10989)}"
18:18:58,fear,"{'angry': np.float32(0.0027774542), 'disgust': np.float32(6.318113e-11), 'fear': np.float32(67.63651), 'happy': np.float32(0.08864022), 'sad': np.float32(0.07696095), 'surprise': np.float32(0.022073282), 'neutral': np.float32(32.173046)}"
18:18:58,fear,"{'angry': np.float32(0.0043801675), 'disgust': np.float32(1.2587426e-10), 'fear': np.float32(64.55954), 'happy': np.float32(0.043616354), 'sad': np.float32(0.11904334), 'surprise': np.float32(0.021466346), 'neutral': np.float32(35.251953)}"
18:18:59,fear,"{'angry': np.float32(0.0043801675), 'disgust': np.float32(1.2587426e-10), 'fear': np.float32(64.55954), 'happy': np.float32(0.043616354), 'sad': np.float32(0.11904334), 'surprise': np.float32(0.021466346), 'neutral': np.float32(35.251953)}"
18:18:59,fear,"{'angry': np.float32(0.006072571), 'disgust': np.float32(2.9079777e-10), 'fear': np.float32(67.359825), 'happy': np.float32(0.028960915), 'sad': np.float32(0.14795718), 'surprise': np.float32(0.037551336), 'neutral': np.float32(32.419636)}"
18:18:59,fear,"{'angry': np.float32(0.003529301), 'disgust': np.float32(2.4040725e-10), 'fear': np.float32(59.88836), 'happy': np.float32(0.041461915), 'sad': np.float32(0.12351532), 'surprise': np.float32(0.034337718), 'neutral': np.float32(39.908802)}"
18:18:59,fear,"{'angry': np.float32(0.005700426), 'disgust': np.float32(3.7325107e-10), 'fear': np.float32(60.003983), 'happy': np.float32(0.03215451), 'sad': np.float32(0.1585771), 'surprise': np.float32(0.041038454), 'neutral': np.float32(39.758545)}"
18:18:59,fear,"{'angry': np.float32(0.005700426), 'disgust': np.float32(3.7325107e-10), 'fear': np.float32(60.003983), 'happy': np.float32(0.03215451), 'sad': np.float32(0.1585771), 'surprise': np.float32(0.041038454), 'neutral': np.float32(39.758545)}"
18:18:59,fear,"{'angry': np.float32(0.006054229), 'disgust': np.float32(7.30683e-10), 'fear': np.float32(61.70396), 'happy': np.float32(0.052364167), 'sad': np.float32(0.16328529), 'surprise': np.float32(0.04981144), 'neutral': np.float32(38.024525)}"
18:18:59,fear,"{'angry': np.float32(0.006054229), 'disgust': np.float32(7.30683e-10), 'fear': np.float32(61.70396), 'happy': np.float32(0.052364167), 'sad': np.float32(0.16328529), 'surprise': np.float32(0.04981144), 'neutral': np.float32(38.024525)}"
18:18:59,fear,"{'angry': np.float32(0.005086278), 'disgust': np.float32(4.0302753e-10), 'fear': np.float32(65.99418), 'happy': np.float32(0.083894424), 'sad': np.float32(0.13535888), 'surprise': np.float32(0.025612745), 'neutral': np.float32(33.755875)}"
18:18:59,fear,"{'angry': np.float32(0.004668191), 'disgust': np.float32(3.3103517e-10), 'fear': np.float32(65.149414), 'happy': np.float32(0.09721765), 'sad': np.float32(0.13687597), 'surprise': np.float32(0.019011423), 'neutral': np.float32(34.59281)}"
18:18:59,fear,"{'angry': np.float32(0.004668191), 'disgust': np.float32(3.3103517e-10), 'fear': np.float32(65.149414), 'happy': np.float32(0.09721765), 'sad': np.float32(0.13687597), 'surprise': np.float32(0.019011423), 'neutral': np.float32(34.59281)}"
18:18:59,fear,"{'angry': np.float32(0.0023593241), 'disgust': np.float32(1.9332816e-10), 'fear': np.float32(68.13046), 'happy': np.float32(0.14800675), 'sad': np.float32(0.09493025), 'surprise': np.float32(0.012070799), 'neutral': np.float32(31.612167)}"
18:18:59,fear,"{'angry': np.float32(0.0023593241), 'disgust': np.float32(1.9332816e-10), 'fear': np.float32(68.13046), 'happy': np.float32(0.14800675), 'sad': np.float32(0.09493025), 'surprise': np.float32(0.012070799), 'neutral': np.float32(31.612167)}"
18:18:59,fear,"{'angry': np.float32(0.0030113903), 'disgust': np.float32(3.2921946e-10), 'fear': np.float32(72.615875), 'happy': np.float32(0.3029838), 'sad': np.float32(0.10830661), 'surprise': np.float32(0.009373758), 'neutral': np.float32(26.960453)}"
18:18:59,neutral,"{'angry': np.float32(3.361981), 'disgust': np.float32(0.00026537242), 'fear': np.float32(3.1596806), 'happy': np.float32(4.227942), 'sad': np.float32(16.036367), 'surprise': np.float32(0.088428214), 'neutral': np.float32(73.125336)}"
18:18:59,neutral,"{'angry': np.float32(3.361981), 'disgust': np.float32(0.00026537242), 'fear': np.float32(3.1596806), 'happy': np.float32(4.227942), 'sad': np.float32(16.036367), 'surprise': np.float32(0.088428214), 'neutral': np.float32(73.125336)}"
18:18:59,fear,"{'angry': np.float32(0.0014458891), 'disgust': np.float32(9.0855864e-11), 'fear': np.float32(86.862976), 'happy': np.float32(0.24009825), 'sad': np.float32(0.073261105), 'surprise': np.float32(0.0039098035), 'neutral': np.float32(12.818308)}"
18:19:00,fear,"{'angry': np.float32(0.0006048996), 'disgust': np.float32(2.8780991e-11), 'fear': np.float32(82.049355), 'happy': np.float32(0.10580106), 'sad': np.float32(0.055674996), 'surprise': np.float32(0.0029194944), 'neutral': np.float32(17.785654)}"
18:19:00,fear,"{'angry': np.float32(0.0006048996), 'disgust': np.float32(2.8780991e-11), 'fear': np.float32(82.049355), 'happy': np.float32(0.10580106), 'sad': np.float32(0.055674996), 'surprise': np.float32(0.0029194944), 'neutral': np.float32(17.785654)}"
18:19:00,fear,"{'angry': np.float32(0.0005794067), 'disgust': np.float32(1.4411883e-11), 'fear': np.float32(86.64947), 'happy': np.float32(0.052752648), 'sad': np.float32(0.050531723), 'surprise': np.float32(0.0034262338), 'neutral': np.float32(13.243245)}"
